clip_name,verdict,reason_tags,note,reviewed_at,run_reviewed,mapping_version_reviewed
anim_keepaway_getready_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_getready_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_idle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losegame_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losegame_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losegame_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losehand_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losehand_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_losehand_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_pounce_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_pounce_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_pounce_03,keep,,audit: visual contact-sheet review (agent): pounce crouch arc reads,2026-08-04T18:33:35,v1.3,1.3
anim_keepaway_pounce_04,keep,,,2026-08-04T22:34:26,v1.4,1.4
anim_keepaway_wingame_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_wingame_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_wingame_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_winhand_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_winhand_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_keepaway_winhand_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_laser_drive_01,drop,source-static,"audit: visual contact-sheet review (agent): 0.05rad, flat dim, dead",2026-08-04T18:33:35,v1.3,1.3
anim_laser_drive_02,keep,,audit: visual contact-sheet review (agent): light brightening tells story,2026-08-04T18:33:35,v1.3,1.3
anim_laser_drive_03,drop,source-static,auto: near-static (max joint range < 0.05 rad),2026-08-04T16:56:48,v1.3,1.3
anim_launch_altwakeup_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_backpackidle,drop,,,2026-08-04T16:54:32,v1.3,1.3
anim_launch_blankscreen,drop,,,2026-08-04T16:52:57,v1.3,1.3
anim_launch_cubediscovery,keep,,audit: visual contact-sheet review (agent): big expressive discovery bounce,2026-08-04T18:33:35,v1.3,1.3
anim_launch_drivingloop_01,keep,,"audit: visual contact-sheet review (agent): mopey bow, dim light mood",2026-08-04T18:33:35,v1.3,1.3
anim_launch_drivingloop_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_drivingloop_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_enddriving_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_eyeson_01,keep,,audit: visual contact-sheet review (agent): defeated droop reads intentional,2026-08-04T18:33:35,v1.3,1.3
anim_launch_firsttimewakeup,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_firsttimewakeup_helloplayer_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_firsttimewakeup_helloplayer_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_firsttimewakeup_helloplayer_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_firsttimewakeup_helloworld,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_idle_03,keep,,audit: visual contact-sheet review (agent): gentle look-down idle legible,2026-08-04T18:33:35,v1.3,1.3
anim_launch_lifteffortpickup_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_lifteffortplacehigh_01,drop,not-cute,"audit: visual contact-sheet review (agent): near-identical frames, invisible blink",2026-08-04T18:33:35,v1.3,1.3
anim_launch_lifteffortplacelow_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_launch_reacttocubepickup,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_reacttoputdown,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_search_head_angle_-20,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_launch_search_head_angle_20,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_launch_search_head_angle_40,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_launch_sleeping_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_startdriving_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_launch_startsleeping_01,drop,,,2026-08-04T18:37:01,v1.3,1.3
anim_launch_wakeup_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_05,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_drivingloop_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_launch_wakeup_drivingloop_02,drop,,,2026-08-04T16:54:36,v1.3,1.3
anim_launch_wakeup_enddriving_01,drop,too-short,audit: visual contact-sheet review (agent): short mush,2026-08-04T18:33:35,v1.3,1.3
anim_launch_wakeup_startdriving_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_loco_driving01_end_01,drop,source-static,audit: visual contact-sheet review (agent): residue twitch,2026-08-04T18:33:35,v1.3,1.3
anim_loco_driving01_loop_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_loco_driving01_loop_02,drop,source-static,audit: visual contact-sheet review (agent): illegible mush,2026-08-04T18:33:35,v1.3,1.3
anim_loco_driving01_loop_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_loco_driving01_start_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_loco_driving01_start_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_long_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_long_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_long_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_medium_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_medium_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_medium_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_lookinplaceforfaces_keepalive_short_head_angle_-20,drop,,,2026-08-04T16:51:19,v1.3,1.3
anim_lookinplaceforfaces_keepalive_short_head_angle_20,drop,,,2026-08-04T16:51:15,v1.3,1.3
anim_lookinplaceforfaces_keepalive_short_head_angle_40,drop,,,2026-08-04T18:37:01,v1.3,1.3
anim_majorfail,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_majorwin,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_celebration,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_celebration_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_celebration_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_celebration_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_celebration_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_getin_head_angle_-20,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_getin_head_angle_20,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_getin_head_angle_40,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_lookface,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_lookface_02,drop,,,2026-08-04T16:55:11,v1.3,1.3
anim_meetcozmo_lookface_getin_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_lookface_getin_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_lookface_getin_head_angle_40,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_lookface_getout_head_angle_-20,drop,too-short,audit: visual contact-sheet review (agent): T=13 blip,2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_lookface_getout_head_angle_20,drop,too-short,audit: visual contact-sheet review (agent): T=13 illegible,2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_lookface_getout_head_angle_40,keep,,,2026-08-04T22:34:09,v1.4,1.4
anim_meetcozmo_lookface_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_lookface_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_lookface_head_angle_40,drop,source-static,audit: visual contact-sheet review (agent): dead frames,2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_lookface_interrupt,drop,too-short,audit: visual contact-sheet review (agent): T=13 twitch,2026-08-04T18:33:35,v1.3,1.3
anim_meetcozmo_reenrollment_sayname_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_reenrollment_sayname_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_reenrollment_sayname_03,keep,,,2026-08-04T18:16:49,v1.3,1.3
anim_meetcozmo_sayname_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_sayname_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_sayname_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_sayname_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_sayname_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_meetcozmo_sayname_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_cozmo_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_cozmo_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_cozmo_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_player_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_player_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failgame_player_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_player_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_player_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_failhand_player_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_getout_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_idle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_point_player_audio,drop,,,2026-08-04T18:36:52,v1.3,1.3
anim_memorymatch_pointbigleft_01,drop,,,2026-08-04T16:53:23,v1.3,1.3
anim_memorymatch_pointbigleft_02,drop,,,2026-08-04T16:53:33,v1.3,1.3
anim_memorymatch_pointbigleft_fast_01,drop,,,2026-08-04T16:52:42,v1.3,1.3
anim_memorymatch_pointbigleft_fast_02,drop,,,2026-08-04T16:52:00,v1.3,1.3
anim_memorymatch_pointbigright_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointbigright_02,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointbigright_fast_01,drop,,,2026-08-04T16:52:20,v1.3,1.3
anim_memorymatch_pointbigright_fast_02,drop,,,2026-08-04T18:16:30,v1.3,1.3
anim_memorymatch_pointcenter_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointcenter_02,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointcenter_03,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointcenter_fast_01,drop,too-short,audit: visual contact-sheet review (agent): T=12 short,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointcenter_fast_02,drop,,,2026-08-04T16:51:51,v1.3,1.3
anim_memorymatch_pointcenter_fast_03,drop,too-short,audit: visual contact-sheet review (agent): T=12 blip,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallleft_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallleft_02,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallleft_fast_01,keep,,,2026-08-04T18:16:39,v1.3,1.3
anim_memorymatch_pointsmallleft_fast_02,drop,too-short,audit: visual contact-sheet review (agent): T=10 blip,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallright_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallright_02,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallright_fast_01,keep,,audit: visual contact-sheet review (agent),2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_pointsmallright_fast_02,drop,,,2026-08-04T16:53:48,v1.3,1.3
anim_memorymatch_reacttopattern_01,drop,too-short,audit: visual contact-sheet review (agent): T=12 short,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_reacttopattern_02,drop,not-cute,audit: visual contact-sheet review (agent): blink twitch,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_reacttopattern_standard_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_reacttopattern_struggle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_reacttopattern_struggle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_reacttopattern_struggle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_failhand_player_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_failhand_player_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_failhand_player_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_reacttopattern_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_reacttopattern_02,drop,source-static,audit: visual contact-sheet review (agent): no story,2026-08-04T18:33:35,v1.3,1.3
anim_memorymatch_solo_reacttopattern_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_successgame_player_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_successgame_player_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_solo_successgame_player_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_cozmo_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_cozmo_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_cozmo_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_cozmo_04,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_player_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_player_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_memorymatch_successhand_player_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_mm_newidea,drop,source-static,audit: visual contact-sheet review (agent): dead,2026-08-04T18:33:35,v1.3,1.3
anim_mm_thinking,drop,,,2026-08-04T16:51:17,v1.3,1.3
anim_motiontrack_turnsmall,drop,,,2026-08-04T16:51:05,v1.3,1.3
anim_neutral_eyes_01,drop,,,2026-08-04T18:36:53,v1.3,1.3
anim_pause_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_pause_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_pause_idle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_fail_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_failgetout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_getin_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_idle_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_idle_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_idle_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_requestonce_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_requestshorts_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_requestthrice_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_requesttwice_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_success_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_success_02,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_success_03,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_peekaboo_successgetout_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_cat_02_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_01,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_01_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_01_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_01_head_angle_40,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_02_head_angle_-20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
anim_petdetection_dog_02_head_angle_20,keep,,"audit: rule T>=30,range>=0.15 (16/16 visual sample ok)",2026-08-04T18:30:20,v1.3,1.3
